predictor,k,rho_clip,res,rho_chunk,share_pred,top1_pred,share_noise,top1_noise,e,e_pred,e_noise,je,je_pred,je_noise,cos_fix,cos_spur,clip,levels,variant
phys0.1,5,0.5479889660260817,0.43935064982725525,0.09276935645051848,0.013878661443011088,0.008033054924463968,0.018092373277319572,0.012390416636538646,0.8112232387065887,0.6977525651454926,0.5509836077690125,0.16064783185720444,0.11401987075805664,0.09940169006586075,0.8229379057884216,0.034060897305607796,0.013216140680015087,12,all
phys0.1,6,0.4412485594623507,0.5794839649916672,0.03634190655694369,0.016145643555448008,0.010922453472279957,0.014248958598165353,0.010413846519361291,0.9232547879219055,0.7958778440952301,0.6022801995277405,0.1839996874332428,0.1466832384467125,0.10675719380378723,0.7731876075267792,0.058979425579309464,0.008362289518117905,12,all
phys0.1,7,0.4115849151385878,0.5929475906414092,0.08957747373303299,0.011067196612532092,0.007196067678687771,0.01589355741190375,0.011223684476122247,1.0575524866580963,0.9503785669803619,0.6922556161880493,0.19722971320152283,0.14821621030569077,0.13621585071086884,0.7631461024284363,0.0656516570597887,0.007127193035557866,12,all
phys0.1,8,0.29824361706779207,0.7119541371500652,-0.027091305663814402,0.013741079383448339,0.010541375164946583,0.015105358463118737,0.010501972812111487,1.1298968195915222,1.015350341796875,0.8229927122592926,0.27827709913253784,0.22887706756591797,0.19214849919080734,0.7103066742420197,-0.09542954713106155,0.018092239275574684,12,all
phys0.1,9,0.3188528373265519,0.6958371170069254,0.06267709939609245,0.01621876467489628,0.012272455208131933,0.01638150737706223,0.010960303310179689,1.2603413462638855,1.1581751108169556,0.8599196672439575,0.2813376486301422,0.215033620595932,0.18423029780387878,0.6863546967506409,-0.03985607996582985,0.01877521350979805,12,all
phys0.1,10,0.4112237472337353,0.6278889471882241,0.043835376601111864,0.020380424519704763,0.011906037324702006,0.01337321308433876,0.010072228751445776,1.4348003268241882,1.240453839302063,0.9103567004203796,0.28342005610466003,0.23078729957342148,0.16402532160282135,0.76606285572052,-0.004800151800736785,0.017277429811656475,12,all
phys0.1,11,0.4564516725128395,0.5745578142179423,0.03954443134595437,0.015242479190945988,0.00992706948195073,0.01765327716302128,0.007686319995220649,1.5920597910881042,1.3312358260154724,0.9528450667858124,0.36430615186691284,0.2827457785606384,0.2002885788679123,0.7450965046882629,0.03901965916156769,0.02960795722901821,12,all
phys0.1,12,0.36649375546119983,0.6424480573711182,0.1108506123925852,0.016803667019691763,0.012067757598004592,0.015687051344043523,0.009564435329657336,1.7802245616912842,1.4737749695777893,1.0597970485687256,0.3549391031265259,0.252297043800354,0.1990131288766861,0.712081253528595,0.07364378124475479,0.03615196142345667,12,all
phys0.1,13,0.260321586364964,0.7632255503846108,0.07652819667045646,0.016378733043427792,0.010379001067421413,0.01965751545349274,0.012798241372561261,1.9446871876716614,1.6653974652290344,1.1015716195106506,0.3673630356788635,0.2754379063844681,0.22588719427585602,0.7129849791526794,0.06443328969180584,0.03580523282289505,12,all
phys0.1,14,0.27497593855335123,0.7232636783984316,0.03672399596076037,0.012998570474003922,0.011625322751270959,0.019689617225605506,0.01405802370635886,2.092239499092102,1.7736439108848572,1.1602665781974792,0.46901367604732513,0.34900234639644623,0.30025799572467804,0.6913192868232727,0.020139772444963455,0.043401384726166725,12,all
